step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
43,CASH_IN,125658.89,C105345145,12529615.95,12655274.84,C2134017698,545545.09,238864.12,No,0
325,CASH_IN,63320.39,C1147257799,29901,93221.39,C2076265886,1179644.82,1116324.44,No,0
258,PAYMENT,14148.63,C1006653014,0,0,M620959861,0,0,No,0
189,PAYMENT,785.55,C651249958,40232,39446.45,M53697397,0,0,No,0
156,PAYMENT,51631.41,C1151762575,0,0,M550155393,0,0,No,0
542,CASH_OUT,438540.92,C1299336252,5029,0,C751802774,2035544.61,2474085.52,No,0
373,CASH_OUT,422472.08,C720419030,11170,0,C882344879,276209.81,698681.89,No,0
20,CASH_IN,55332.16,C1195867367,70696.39,126028.55,C1913513067,119924.92,64592.75,No,0
378,PAYMENT,14042.84,C1073961210,280,0,M1833317234,0,0,No,0
341,TRANSFER,357824.01,C45970482,357824.01,0,C687230384,0,0,Si,0
138,CASH_OUT,127045.64,C1826395798,0,0,C143744819,238812.75,365858.39,No,0
13,CASH_OUT,139070.14,C1136934059,0,0,C902020892,1315336.18,1454406.32,No,0
188,CASH_OUT,53724.87,C1507905365,126613.32,72888.45,C1070563968,325234.27,378959.14,No,0
185,CASH_IN,558473.29,C312010142,6197939.55,6756412.83,C986267724,2035718.85,1477245.57,No,0
22,PAYMENT,1940.58,C1095316501,3703,1762.42,M1928872407,0,0,No,0
44,PAYMENT,3185.38,C1529667673,74805,71619.62,M979650619,0,0,No,0
45,PAYMENT,4615.88,C1087546035,6024,1408.12,M1768755657,0,0,No,0
164,PAYMENT,13544.85,C1758663329,0,0,M2115601724,0,0,No,0
254,CASH_IN,394900.05,C2063585362,22597,417497.05,C1933789211,1901108.08,1506208.03,No,0
226,CASH_IN,233943.11,C1897194110,2600804.27,2834747.39,C300713199,548358.56,314415.45,No,0
134,CASH_OUT,67318.79,C188109109,55000,0,C1029060942,4237053.61,4304372.4,No,0
528,CASH_OUT,311234.46,C1795452410,311234.46,0,C1484612212,978976.44,1290210.9,Si,0
34,CASH_IN,332889.62,C703521530,15985,348874.62,C1155685034,213482.25,0,No,0
281,PAYMENT,19909.44,C728911487,0,0,M2030988633,0,0,No,0
601,PAYMENT,7703.07,C800861956,39810,32106.93,M2094524969,0,0,No,0
332,CASH_IN,138710.59,C1971552271,20266,158976.59,C890182529,0,0,No,0
306,TRANSFER,497769.73,C1927691573,0,0,C965752582,4982628.11,5480397.85,No,0
41,CASH_OUT,48451.73,C1360164007,0,0,C58729816,98540.14,146991.87,No,0
379,CASH_OUT,538220.45,C1461013045,0,0,C217967379,2095758.65,2633979.1,No,0
183,PAYMENT,5819.88,C140879801,0,0,M354929059,0,0,No,0
38,CASH_IN,109714.36,C702123181,2070731.14,2180445.5,C218598269,6304539.28,6194824.92,No,0
9,PAYMENT,11914.53,C824290174,0,0,M54678312,0,0,No,0
705,CASH_OUT,113019.4,C805913375,305095.63,192076.23,C1677266333,171912.79,284932.19,No,0
400,CASH_IN,18257.18,C894825770,11104,29361.18,C1421688699,0,0,No,0
353,PAYMENT,28324.43,C1273435250,0,0,M2077105181,0,0,No,0
371,CASH_OUT,190249.81,C2092579322,19613,0,C334876671,0,213863.38,No,0
282,CASH_OUT,136962.56,C87263297,52890,0,C1093095929,291046.89,428009.45,No,0
277,CASH_IN,47341.47,C2069778579,921917.79,969259.25,C1053528902,299931.3,252589.83,No,0
213,CASH_OUT,1650168.9,C1395729546,1650168.9,0,C246301673,3023206.41,4673375.3,Si,0
380,CASH_OUT,19943.27,C2141360459,3090,0,C1795884198,0,19943.27,No,0
56,CASH_OUT,82767.31,C1447707746,82767.31,0,C133385139,401173.22,483940.53,Si,0
269,TRANSFER,676882.33,C1627918307,676882.33,0,C1636966593,0,0,Si,0
206,CASH_IN,136024.65,C1350630654,203499,339523.65,C1693484585,0,0,No,0
531,CASH_OUT,1312406.14,C1800446138,1312406.14,0,C1584873843,289086.82,1601492.96,Si,0
208,CASH_IN,221850.07,C209248303,2175471.41,2397321.48,C1687224917,5476057.3,5254207.23,No,0
646,CASH_OUT,10000000,C896022572,10000000,0,C1741236640,0,10000000,Si,0
334,PAYMENT,5454.83,C180410780,24255.11,18800.28,M1111278100,0,0,No,0
44,PAYMENT,15116.24,C71409475,100877.03,85760.79,M1390262228,0,0,No,0
290,CASH_OUT,1454356.81,C594782618,1454356.81,0,C921928556,2374898.66,3829255.47,Si,0
349,CASH_OUT,131485.25,C1182869077,223528,92042.75,C50644358,724821.78,856307.03,No,0
45,CASH_OUT,357836.57,C198543509,357836.57,0,C824285986,51217.85,409054.43,Si,0
209,CASH_OUT,191778.62,C2075917152,183,0,C1574381991,0,191778.62,No,0
182,CASH_IN,203195.41,C1280490367,13458938.89,13662134.3,C841905397,979899.72,776704.31,No,0
234,CASH_OUT,152530.82,C2124154327,13040,0,C1729511232,262704.08,415234.9,No,0
10,PAYMENT,12952.83,C1367986121,0,0,M170578237,0,0,No,0
284,PAYMENT,12499.65,C315481082,0,0,M474620449,0,0,No,0
330,CASH_IN,206349.84,C1675201829,614699.26,821049.1,C2068184266,938393.61,732043.77,No,0
717,CASH_OUT,394605.69,C1047697317,394605.69,0,C1932528872,0,394605.69,Si,0
159,CASH_OUT,163190.83,C541217320,0,0,C2004529251,197699.66,360890.49,No,0
588,TRANSFER,507449.79,C1012385930,52334,0,C1613778614,6145.31,513595.1,No,0
166,PAYMENT,1207.28,C792311439,0,0,M2118304312,0,0,No,0
131,CASH_IN,129952.68,C1532915484,1522940.44,1652893.11,C1721944295,3583475.13,3453522.45,No,0
234,CASH_OUT,141185.22,C61471981,106207,0,C816662734,96340.17,237525.39,No,0
255,PAYMENT,17927.59,C585254210,2533,0,M2081698726,0,0,No,0
378,CASH_IN,72662.36,C1433389406,11271555.26,11344217.62,C965582285,742942.89,670280.53,No,0
231,TRANSFER,321008.85,C2092657993,0,0,C445334352,1389577.49,1710586.34,No,0
159,PAYMENT,1286.75,C1921737833,9992,8705.25,M1191377126,0,0,No,0
45,CASH_IN,28200.56,C1810774487,4973936.92,5002137.48,C1314508095,189540.04,161339.48,No,0
370,CASH_IN,194154.42,C1272343633,2840173.47,3034327.89,C1007852642,1009295.22,815140.8,No,0
495,CASH_OUT,123997.7,C744490928,126,0,C762032228,92939.2,216936.9,No,0
16,CASH_OUT,301740.9,C1756476722,5044,0,C1494895909,4072345.02,4255103.67,No,0
254,CASH_IN,474994.25,C650531228,11738691.64,12213685.89,C708523727,2976168.43,2501174.18,No,0
306,CASH_OUT,73077.16,C19116608,12702,0,C665126470,0,73077.16,No,0
130,CASH_OUT,10109.72,C73475904,0,0,C1019350585,113950.61,124060.34,No,0
191,CASH_IN,313343.14,C8794298,14679219.84,14992562.98,C1930071816,362750.95,49407.82,No,0
399,PAYMENT,4802.97,C147606782,61402,56599.03,M937839939,0,0,No,0
402,CASH_IN,171093.06,C1364297336,6473691.43,6644784.5,C420352209,1318113.36,1147020.29,No,0
348,CASH_IN,21240.2,C1594998262,79570,100810.2,C713358431,330488,309247.8,No,0
307,CASH_OUT,24603.82,C562380236,0,0,C1001258143,654109.48,678713.3,No,0
132,CASH_IN,115831.74,C35114103,7081111.62,7196943.36,C1529690262,3132174.38,3016342.65,No,0
256,CASH_IN,80363.27,C1515481082,781833.35,862196.62,C110285267,487138.47,343445.26,No,0
651,CASH_OUT,595558.89,C917298078,595558.89,0,C979963361,5346086.17,5941645.06,Si,0
351,PAYMENT,14397.78,C634088348,321,0,M1776442888,0,0,No,0
140,PAYMENT,9549.99,C384225758,203935.02,194385.03,M2002072445,0,0,No,0
330,CASH_IN,523123.86,C292821795,106619,629742.86,C754520202,0,0,No,0
129,PAYMENT,25157.97,C629508869,0,0,M626417202,0,0,No,0
166,CASH_OUT,240676.64,C1028833025,96671,0,C2085987378,969208.68,1209885.32,No,0
234,CASH_OUT,140125.94,C979399493,31945,0,C750876741,2383997.62,2524123.56,No,0
284,PAYMENT,2932.12,C1112367544,36609.3,33677.18,M1643884001,0,0,No,0
355,CASH_IN,281646.83,C1144755784,2550954.94,2832601.76,C1642928303,975008.48,693361.65,No,0
294,CASH_OUT,7809301.98,C799015840,7809301.98,0,C1036604265,1159648.02,8968950,Si,0
720,CASH_OUT,79039.81,C838045354,79039.81,0,C1980653895,11270532.7,11349572.51,Si,0
39,PAYMENT,9245.46,C1700549669,50356,41110.54,M1557431752,0,0,No,0
332,PAYMENT,19404.4,C438158716,0,0,M36021939,0,0,No,0
322,CASH_IN,146616.92,C283974640,2780238.2,2926855.13,C250703014,283241.66,136624.73,No,0
228,TRANSFER,1244366.01,C340050472,0,0,C1748297857,1985426.35,3229792.36,No,0
201,CASH_OUT,94611.42,C859802756,0,0,C1688441302,120500.81,215112.23,No,0
373,CASH_IN,9269.06,C1177644843,2716004.72,2725273.78,C2128645614,7584626.72,7575357.66,No,0
17,CASH_OUT,452733.43,C1901205506,0,0,C19320432,517622.48,970355.92,No,0
164,DEBIT,4104.02,C1795674534,5084,979.98,C2117234686,148599.83,152703.84,No,0
380,CASH_IN,151047.92,C482639265,1706325.17,1857373.09,C734119920,240181.38,89133.46,No,0
206,PAYMENT,16592.54,C1956884585,20388.67,3796.13,M1729871254,0,0,No,0
258,CASH_OUT,484755.42,C1342211902,21184,0,C1003927533,22855.87,507611.28,No,0
203,CASH_IN,8532.92,C423668318,1237662.82,1246195.74,C1843266703,9668,1135.08,No,0
332,CASH_OUT,117791.7,C54743024,0,0,C216248267,849067.58,966859.27,No,0
190,CASH_OUT,264816.25,C1532671653,0,0,C1032644541,529832.57,794648.82,No,0
345,PAYMENT,45909.76,C6872125,0,0,M945021977,0,0,No,0
163,CASH_OUT,132744.35,C1877349916,221035.1,88290.76,C1382102335,3563826.67,3696571.02,No,0
105,TRANSFER,216351.05,C113536213,216351.05,0,C1976983084,0,0,Si,0
134,CASH_IN,387354.11,C787057061,541346.51,928700.63,C1094224274,3397814.67,3010460.55,No,0
13,CASH_OUT,124284.32,C1084784210,0,0,C2084365054,508091.55,1333034.21,No,0
165,CASH_OUT,200882.18,C1557686147,143278,0,C1311558461,17014.22,217896.41,No,0
352,CASH_OUT,144389.16,C1666693568,0,0,C1334451276,343987.43,488376.59,No,0
399,TRANSFER,1170051.72,C424160240,0,0,C1703370378,2099231.51,3269283.24,No,0
158,CASH_OUT,187258.46,C44674888,1003,0,C737105952,1154194.17,1341452.64,No,0
380,CASH_OUT,359677.79,C19411665,453,0,C398935768,74775.14,434452.94,No,0
17,TRANSFER,266056.32,C1724352976,204906.08,0,C2015849837,1094174.69,1360231.01,No,0
297,CASH_OUT,81976.8,C1297054763,0,0,C1644718722,158548.64,240525.44,No,0
397,CASH_OUT,162402.97,C324680266,10996,0,C1862126105,2775514.7,2937917.67,No,0
14,CASH_OUT,154979.68,C1914433787,11345,0,C1339728923,750684.34,898379.98,No,0
209,CASH_IN,1464307.42,C1278066124,16669545.81,18133853.23,C1716035104,22631216.71,20776882.81,No,0
299,CASH_OUT,37863.57,C1514663053,0,0,C1677196884,2284875.49,2322739.06,No,0
203,CASH_IN,208055.25,C1210101651,7300553.49,7508608.74,C681167784,2263369.47,2055314.22,No,0
255,CASH_OUT,73361.31,C721147624,0,0,C267814776,236412.31,309773.62,No,0
226,TRANSFER,202025.95,C1062474667,0,0,C1130172487,17662950.05,17864976.01,No,0
299,PAYMENT,457.3,C90086482,10335,9877.7,M1660053032,0,0,No,0
202,CASH_OUT,177456.22,C877259842,0,0,C1162369075,437887.92,615344.14,No,0
261,PAYMENT,7541.59,C325527172,3994,0,M1886738854,0,0,No,0
15,CASH_OUT,80946.7,C433349423,51591,0,C145103891,50236,131182.7,No,0
298,PAYMENT,75252.08,C1020344376,0,0,M1462124677,0,0,No,0
718,PAYMENT,282.93,C1651077283,20527,20244.07,M623446094,0,0,No,0
161,CASH_OUT,187288.98,C929000380,0,0,C773450544,389417.37,576706.35,No,0
163,TRANSFER,651673.17,C487928661,49984.06,0,C548363089,760327.86,1412001.03,No,0
563,TRANSFER,102371.12,C1876954807,102371.12,0,C345453750,0,0,Si,0
13,PAYMENT,2824.05,C1659873699,200016.2,197192.15,M310520438,0,0,No,0
161,CASH_OUT,356402.07,C683793112,8018,0,C1628153336,1161726.42,1435268.75,No,0
155,CASH_OUT,125890.49,C769775859,101,0,C884315237,220721.39,346611.88,No,0
231,TRANSFER,18513.25,C258415472,0,0,C2054986729,7216926.71,7235439.96,No,0
137,PAYMENT,5477.44,C1816409377,0,0,M2057332172,0,0,No,0
278,TRANSFER,28249.54,C1609442532,0,0,C1754964518,409048.82,437298.36,No,0
157,CASH_OUT,255902.91,C1903538779,9847,0,C360466775,13174487.32,13430390.23,No,0
298,PAYMENT,18435.51,C1995419042,0,0,M2021342340,0,0,No,0
138,PAYMENT,6286.91,C326232278,20136,13849.09,M2011159194,0,0,No,0
205,TRANSFER,480959.22,C1609039158,0,0,C1109783085,5460443.31,5941402.53,No,0
689,TRANSFER,953615.38,C448881117,953615.38,0,C1434350285,0,0,Si,0
178,CASH_OUT,176201.38,C1548312481,0,0,C566800549,11794777.32,11970978.7,No,0
19,CASH_IN,83298.6,C641262075,5274121.72,5357420.33,C1626288305,1441008.99,1357710.38,No,0
217,CASH_OUT,3452538.75,C747295947,3452538.75,0,C2039362232,2350433.08,5802971.83,Si,0
324,PAYMENT,7210.29,C29046239,0,0,M1150647744,0,0,No,0
22,PAYMENT,11722.19,C2003121890,0,0,M1217568775,0,0,No,0
299,PAYMENT,41004.31,C1069897713,24472,0,M2084834449,0,0,No,0
138,CASH_OUT,222311.28,C1224774926,0,0,C1252707799,526693.56,749004.84,No,0
44,CASH_IN,198288.71,C1846738166,858801.03,1057089.74,C1237228571,2693736.22,2514349.41,No,0
329,CASH_OUT,302592.38,C944321159,1115,0,C865579497,1381174.05,1683766.44,No,0
15,CASH_IN,191899.01,C484254428,354410.62,546309.63,C1312300051,0,0,No,0
139,CASH_IN,355007.92,C211026768,10285765.87,10640773.79,C1136412851,6451861.42,6096853.5,No,0
237,PAYMENT,32630.75,C192026407,0,0,M1434757324,0,0,No,0
21,PAYMENT,17261.13,C1883744261,298331.8,281070.67,M124312885,0,0,No,0
19,CASH_IN,94531.04,C1246272415,19812305.73,19906836.77,C964446170,353056.87,220620.53,No,0
283,PAYMENT,11322.88,C1269080838,423,0,M590292972,0,0,No,0
39,PAYMENT,13520.85,C2096948788,270455.97,256935.12,M438207477,0,0,No,0
278,TRANSFER,745387.64,C1346166706,0,0,C1035781577,1848871.61,2594259.24,No,0
160,DEBIT,2315.54,C1896940490,11358,9042.46,C187080333,303060.67,305376.21,No,0
227,PAYMENT,14786.19,C448759326,0,0,M1478169223,0,0,No,0
406,CASH_OUT,9703.87,C755282735,496164,486460.13,C1520693345,4956066.89,4965770.76,No,0
304,CASH_IN,292631.11,C1576050498,29053,321684.11,C229062641,18574.39,0,No,0
138,CASH_OUT,267798.83,C556440496,0,0,C1255460662,337064.27,700467.14,No,0
12,PAYMENT,4217.06,C1557673204,5035,817.94,M1770929510,0,0,No,0
303,PAYMENT,22515.84,C489474459,0,0,M444600714,0,0,No,0
236,CASH_OUT,208355.85,C1021457079,801656,593300.15,C248141927,1275416.27,1483772.12,No,0
137,CASH_OUT,38256.72,C170904347,0,0,C120368346,72180.36,110437.08,No,0
9,CASH_IN,23644.84,C1554281770,6471816.34,6495461.18,C1483338079,774580.02,840550.84,No,0
346,CASH_IN,358750.3,C1496624091,160893,519643.3,C1026119168,0,0,No,0
561,CASH_OUT,1383818.98,C602727752,1383818.98,0,C1182308451,26146.79,1409965.77,Si,0
232,PAYMENT,15759.63,C164908657,20371,4611.37,M389921295,0,0,No,0
354,PAYMENT,11445.38,C1587530909,0,0,M4447673,0,0,No,0
298,CASH_OUT,88338.3,C360218396,0,0,C820534857,775308.67,863646.97,No,0
132,TRANSFER,428066.84,C2036585458,55,0,C2095926259,177506.48,605573.32,No,0
377,CASH_OUT,434006.52,C934940485,434006.52,0,C534184245,1381449.3,1815455.82,Si,0
287,PAYMENT,2707.9,C1356631192,949607,946899.1,M377957242,0,0,No,0
369,TRANSFER,1464360.13,C546156201,0,0,C1964697170,12624229.69,14088589.82,No,0
188,PAYMENT,1230.99,C1528790989,55295,54064.01,M2085540734,0,0,No,0
185,TRANSFER,1436554.08,C497650214,0,0,C1578800354,1658418.64,3094972.72,No,0
139,CASH_OUT,3052.32,C1619348998,0,0,C666535351,207160.69,86575.56,No,0
637,CASH_OUT,138376.15,C486834543,992191,853814.85,C1452535974,175566.52,313942.67,No,0
355,PAYMENT,16666.38,C1748215730,70448,53781.62,M159152807,0,0,No,0
123,CASH_OUT,4289.18,C1714607746,4289.18,0,C1053125376,0,4289.18,Si,0
329,CASH_OUT,138224.34,C39104354,0,0,C800262248,7458979.01,7597203.35,No,0
184,TRANSFER,60519.74,C1270223061,60519.74,0,C277862929,0,0,Si,0
208,TRANSFER,259786.15,C1099549696,0,0,C1304982295,522127.58,781913.73,No,0
210,CASH_IN,71026.31,C409272969,31961,102987.31,C1012144963,602365.95,531339.63,No,0
140,PAYMENT,16575.77,C1165021270,0,0,M612126360,0,0,No,0
226,PAYMENT,32548.21,C1701679204,30421,0,M1846105781,0,0,No,0
229,PAYMENT,9984.63,C1349495839,187276.69,177292.06,M174065962,0,0,No,0
358,PAYMENT,4702.13,C2103387658,0,0,M1336551184,0,0,No,0
646,TRANSFER,568292.72,C695109550,568292.72,0,C21214474,0,0,Si,0
288,PAYMENT,47714.98,C690656249,0,0,M748824290,0,0,No,0
298,CASH_IN,33899.88,C1499060577,995325.8,1029225.68,C1541423649,420411.34,386511.46,No,0
321,PAYMENT,10133.06,C1276421386,46533,36399.94,M507431856,0,0,No,0
21,TRANSFER,364353.46,C1423168165,0,0,C741698250,7005969.43,7201718.32,No,0
332,PAYMENT,2966.23,C682750107,102664,99697.77,M967415022,0,0,No,0
211,CASH_OUT,100206.48,C914086713,0,0,C493360947,503290.73,603497.21,No,0
232,CASH_OUT,167337.15,C1774907112,210213,42875.85,C1052904793,679539.92,846877.07,No,0
282,CASH_IN,4005.06,C1671935019,99589,103594.06,C881602585,66873.78,62868.73,No,0
37,CASH_OUT,181286.61,C617639867,0,0,C1424731356,5580176.37,5761462.98,No,0
691,CASH_OUT,144318.1,C896300831,0,0,C48557490,252913.73,397231.82,No,0
135,CASH_OUT,445715.4,C395859724,31859.13,0,C448210578,2667347.75,3113063.15,No,0
178,CASH_IN,99413.89,C341726435,19812921.13,19912335.02,C723668050,102851.26,3437.37,No,0
158,TRANSFER,394326.2,C1028997611,0,0,C341857498,894278.37,1288604.56,No,0
355,CASH_OUT,103585.16,C1377105815,0,0,C1160935990,494174.14,597759.3,No,0
230,CASH_IN,401902.64,C999568354,21382544.77,21784447.41,C1002497793,1668197.68,1266295.04,No,0
401,CASH_IN,60522.47,C240873796,31552686.29,31613208.76,C1083994970,108780.22,48257.75,No,0
402,TRANSFER,215125.56,C394263688,0,0,C977989132,244625.73,459751.29,No,0
276,CASH_OUT,30778.63,C1609737280,19058,0,C1763087712,1345789.44,1376568.07,No,0
250,CASH_OUT,15500.68,C1509000480,178769.22,163268.54,C898715611,1148899.16,1164399.84,No,0
375,PAYMENT,44352.62,C1357859703,0,0,M641328949,0,0,No,0
374,CASH_IN,403637.05,C1188127151,11109767.59,11513404.64,C742291133,1933349.19,1529712.14,No,0
352,PAYMENT,6082.01,C558105880,0,0,M633721893,0,0,No,0
36,PAYMENT,16511.18,C850917832,22083,5571.82,M858313558,0,0,No,0
61,TRANSFER,1735466.52,C182416415,1735466.52,0,C180492809,0,0,Si,0
230,TRANSFER,102009.37,C284996828,102009.37,0,C1044221964,0,0,Si,0
331,CASH_OUT,233334.87,C245466874,162204,0,C417404403,0,386959.81,No,0
355,CASH_IN,411709.58,C211919901,11065,422774.58,C1715665607,0,0,No,0
330,PAYMENT,22069.57,C1993911995,34462,12392.43,M1936586797,0,0,No,0
7,PAYMENT,1787.23,C1245926068,95975,94187.77,M1409991198,0,0,No,0
231,PAYMENT,8573.68,C1193599012,0,0,M1615834651,0,0,No,0
163,CASH_IN,97209.98,C70720542,24780178.2,24877388.19,C2078634886,115562,18352.02,No,0
17,PAYMENT,1718.54,C1981318326,350311.91,348593.37,M1304713042,0,0,No,0
397,TRANSFER,2596598.27,C1424797673,416,0,C1380139417,0,2596598.27,No,0
158,CASH_OUT,283459.3,C893518245,0,0,C33686349,1243188.2,1526647.5,No,0
130,TRANSFER,48572.03,C1977416052,0,0,C1124104142,737333.85,785905.88,No,0
39,CASH_IN,485256.26,C1562893761,4369516.27,4854772.53,C1429461607,2033663.1,2017292.18,No,0
163,PAYMENT,25532.3,C1638568329,0,0,M1258929459,0,0,No,0
372,CASH_OUT,124702.39,C1459286516,0,0,C213492983,307203.37,431905.77,No,0
166,PAYMENT,8380.45,C672814168,152,0,M1693281932,0,0,No,0
235,CASH_IN,408839.25,C448929660,100198,509037.25,C1088566224,62929.51,0,No,0
322,CASH_OUT,121149.28,C1466560410,0,0,C1418141160,198586.64,319735.92,No,0
376,TRANSFER,560507.8,C915484088,26738.56,0,C303275254,1640024.48,2200532.28,No,0
354,PAYMENT,20361.68,C1974031688,0,0,M2025000431,0,0,No,0
724,TRANSFER,1379501.18,C1083455984,1379501.18,0,C662399585,0,0,Si,0
326,CASH_OUT,361402.11,C329279045,37426,0,C1661355353,55317.65,416719.76,No,0
179,CASH_OUT,75377.37,C316976906,188,0,C1323363583,2041355.68,2116733.05,No,0
129,PAYMENT,4960.96,C1170240517,0,0,M1476547096,0,0,No,0
168,CASH_OUT,80613.11,C111239870,0,0,C1423125072,9608145.38,9688758.49,No,0
136,PAYMENT,8346.19,C2145436286,122604.6,114258.41,M1042431680,0,0,No,0
281,PAYMENT,7393.53,C800441017,0,0,M425558860,0,0,No,0
258,CASH_OUT,137354.11,C1073915201,0,0,C928119480,4492228.46,4629582.57,No,0
227,PAYMENT,26093.27,C671090411,72768.11,46674.84,M640719038,0,0,No,0
306,PAYMENT,2726.36,C2118387471,13202.33,10475.97,M1575651672,0,0,No,0
139,CASH_OUT,99100.76,C2053858028,0,0,C1711708500,426307.99,525408.75,No,0
653,TRANSFER,598426.68,C652500321,598426.68,0,C430642994,0,0,Si,0
330,PAYMENT,15914.16,C1752341571,0,0,M1386695393,0,0,No,0
380,PAYMENT,3552.18,C1042888032,0,0,M770665112,0,0,No,0
33,TRANSFER,504600.59,C571999946,18147,0,C562262220,3201298.54,3705899.13,No,0
373,CASH_IN,205250.73,C1865613021,2927883.4,3133134.13,C1359603283,5449362.33,5244111.6,No,0
252,CASH_IN,168584.18,C245705434,2028236.97,2196821.16,C910865411,632823.68,464239.49,No,0
481,CASH_OUT,305183.84,C1505496365,305183.84,0,C1263395993,470854.17,776038,Si,0
140,CASH_OUT,203831.81,C1081395260,0,0,C260090537,8463127.86,8666959.67,No,0
259,CASH_IN,259770.15,C45155892,14784,274554.15,C348377494,74905.68,0,No,0
333,CASH_IN,194163.32,C1541578393,5002580.7,5196744.02,C689063980,301428.77,107265.45,No,0
159,PAYMENT,2151.34,C709481926,0,0,M206509054,0,0,No,0
571,CASH_IN,255801.54,C1520415488,105408,361209.54,C639777125,0,0,No,0
299,PAYMENT,15640.59,C645489231,0,0,M1647530250,0,0,No,0
378,PAYMENT,18109.84,C921853086,0,0,M1258669998,0,0,No,0
180,CASH_OUT,201649.97,C1712707124,0,0,C288581550,733504.7,1361755.06,No,0
139,PAYMENT,1228.67,C105260420,144341.82,143113.15,M1906711474,0,0,No,0
131,CASH_IN,95454.55,C501835578,2606464.78,2701919.33,C322365934,694695.95,708047.03,No,0
261,TRANSFER,230059.75,C721815365,0,0,C804437944,838592.83,1068652.58,No,0
350,PAYMENT,4434.8,C242003295,261757.94,257323.14,M935257359,0,0,No,0
178,CASH_OUT,169602.95,C744829041,0,0,C22768260,805864.36,975467.31,No,0
231,CASH_OUT,327528.81,C52665380,0,0,C1543776659,3399010.52,3726539.32,No,0
573,TRANSFER,182927.08,C273035023,182927.08,0,C1377929083,0,0,Si,0
275,PAYMENT,17594.49,C562810037,0,0,M329800111,0,0,No,0
156,TRANSFER,764826.48,C1376260242,0,0,C1733292507,2295308.85,3060135.32,No,0
8,PAYMENT,20549.91,C1031311923,0,0,M2145533512,0,0,No,0
302,CASH_IN,93592.78,C592225582,4650614.05,4744206.84,C1536464897,6929462.55,6835869.76,No,0
281,PAYMENT,8508.84,C1460513473,0,0,M1305032511,0,0,No,0
201,CASH_IN,278716.68,C1768356359,6163734.86,6442451.54,C841965573,716151.31,437434.64,No,0
401,CASH_OUT,67764.79,C977091140,459752,391987.21,C2036741888,0,67764.79,No,0
354,CASH_OUT,232403.31,C1287137793,2562,0,C1703146805,0,232403.31,No,0
584,TRANSFER,597806.2,C771874815,597806.2,0,C339883956,0,0,Si,0
241,CASH_IN,153754.45,C193295608,9798113.39,9951867.84,C1068899086,1800191.23,1646436.79,No,0
228,CASH_IN,372563.45,C649619387,29982,402545.45,C332228086,250464.59,0,No,0
40,CASH_IN,12550.84,C1508207476,995607.59,1008158.43,C1725802108,29140.79,16589.95,No,0
122,CASH_OUT,2221683.68,C1136739857,2221683.68,0,C1877540885,2110248.3,4331931.98,Si,0
379,CASH_OUT,53224.71,C492343379,0,0,C553389972,995299.55,1048524.26,No,0
638,CASH_OUT,1559540.62,C1776782746,1559540.62,0,C915520756,100482.9,1660023.52,Si,0
16,TRANSFER,249689.75,C1847077588,30065,0,C1549886194,0,249689.75,No,0
231,CASH_OUT,379291.69,C1619613593,271182,0,C1903815642,5459327.21,5838618.9,No,0
284,PAYMENT,3828.62,C482947412,0,0,M1911696120,0,0,No,0
306,CASH_OUT,344965.86,C1909008084,0,0,C1709665976,668034.76,1013000.61,No,0
403,PAYMENT,1140.17,C2101240541,0,0,M1889175157,0,0,No,0
372,CASH_IN,149656.74,C2004291003,2922513.13,3072169.87,C2103497633,220382.75,70726.01,No,0
210,CASH_OUT,73582.95,C395432711,480318,406735.05,C657163841,0,73582.95,No,0
402,CASH_OUT,10346.89,C1972666657,15442,5095.11,C217656678,0,10346.89,No,0
15,CASH_IN,94586.11,C713633533,4510044.77,4604630.88,C1669646913,1090458.13,995872.02,No,0
328,PAYMENT,3922.16,C541038613,88621.43,84699.27,M1607697369,0,0,No,0
250,CASH_IN,98979.22,C728982808,20186,119165.22,C1397244538,5385395.56,5286416.35,No,0
165,PAYMENT,19283.04,C1367354725,328023,308739.96,M1400514687,0,0,No,0
497,TRANSFER,2123610.45,C1534934111,2123610.45,0,C1232151858,0,0,Si,0
21,CASH_OUT,17844.77,C1304119348,0,0,C1654125234,892864.83,1072574.5,No,0
372,CASH_OUT,175065.8,C492767399,68282,0,C1054256314,103037.65,278103.44,No,0
331,PAYMENT,19884.3,C1556823522,172171.67,152287.37,M1828440363,0,0,No,0
237,TRANSFER,106681.18,C1867725412,106681.18,0,C1721123113,0,0,Si,0
228,CASH_IN,122176.03,C1694816298,6366994.25,6489170.28,C927013531,1279709.68,1157533.65,No,0
402,CASH_OUT,217902.85,C326987572,0,0,C1896414645,521721.96,739624.81,No,0
186,PAYMENT,5002.33,C758574780,13103.87,8101.54,M963801318,0,0,No,0
138,CASH_IN,160854.62,C1772737146,350309,511163.62,C1123400782,118934.49,1124162.4,No,0
14,PAYMENT,1135.73,C1775207559,1082,0,M1176866320,0,0,No,0
303,CASH_IN,453732.92,C396842234,514924,968656.92,C1705484258,2638135.01,2184402.1,No,0
207,CASH_OUT,269046.45,C204833836,588391,319344.55,C1161662394,1253476.69,1522523.15,No,0
131,CASH_IN,98719.4,C2040306425,21497237.9,21595957.3,C1318650648,4948930.8,4850211.4,No,0
